match_no,inningno,ballnumber,over,outcome,batter,bowler,comment,BattingTeam
24,2,27,4.3,6,Faf du Plessis,Akash Singh,"Akash Singh to Faf du Plessis, Six,",Royal Challengers Bangalore
24,2,28,4.4,4,Faf du Plessis,Akash Singh,"Akash Singh to Faf du Plessis, Four,",Royal Challengers Bangalore
24,2,29,4.5,2,Faf du Plessis,Akash Singh,"Akash Singh to Faf du Plessis, 2 runs,",Royal Challengers Bangalore
24,2,30,4.6,4,Faf du Plessis,Akash Singh,"Akash Singh to Faf du Plessis, Four,",Royal Challengers Bangalore
24,2,31,5.1,0,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,32,5.2,0,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,33,5.3,1,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,34,5.4,6,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, Six,",Royal Challengers Bangalore
24,2,35,5.5,1,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,36,5.6,6,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,37,6.1,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,38,6.2,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,39,6.3,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,40,6.4,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,41,6.5,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,42,6.6,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,43,7.1,0,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,44,7.2,0,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,45,7.3,4,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, Four,",Royal Challengers Bangalore
24,2,46,7.4,6,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,47,7.5,1wd,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, 1 wide,",Royal Challengers Bangalore
24,2,48,7.5,1,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,49,7.6,0,Faf du Plessis,Matheesha Pathirana,"Matheesha Pathirana to Faf du Plessis, no run,",Royal Challengers Bangalore
24,2,50,8.1,2,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
24,2,51,8.2,6,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,52,8.3,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,53,8.4,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,54,8.5,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,55,8.6,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,56,9.1,1,Faf du Plessis,Matheesha Pathirana,"Matheesha Pathirana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,57,9.2,4,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, Four,",Royal Challengers Bangalore
24,2,58,9.3,4,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, Four,",Royal Challengers Bangalore
24,2,59,9.4,0,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,60,9.5,6,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,61,9.6,1,Glenn Maxwell,Matheesha Pathirana,"Matheesha Pathirana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,62,10.1,1,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,63,10.2,1,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,64,10.3,1,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,65,10.4,1,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,66,10.5,6,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,67,10.6,1,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,68,11.1,6,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, Six,",Royal Challengers Bangalore
24,2,69,11.2,0,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, no run,",Royal Challengers Bangalore
24,2,70,11.3,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,71,11.4,1,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,72,11.5,1,Glenn Maxwell,Ravindra Jadeja,"Ravindra Jadeja to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
24,2,73,11.6,0,Faf du Plessis,Ravindra Jadeja,"Ravindra Jadeja to Faf du Plessis, no run,",Royal Challengers Bangalore
24,2,74,12.1,w,Glenn Maxwell,Maheesh Theekshana,"Maheesh Theekshana to Glenn Maxwell, no run,                           Wicket - c MS Dhoni b M Theekshana batsmen out 76(36)",Royal Challengers Bangalore
24,2,75,12.2,1,Shahbaz Ahmed,Maheesh Theekshana,"Maheesh Theekshana to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,76,12.3,1,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,77,12.4,1lb,Shahbaz Ahmed,Maheesh Theekshana,"Maheesh Theekshana to Shahbaz Ahmed, 1 leg bye,",Royal Challengers Bangalore
24,2,78,12.5,1,Faf du Plessis,Maheesh Theekshana,"Maheesh Theekshana to Faf du Plessis, 1 run,",Royal Challengers Bangalore
24,2,79,12.6,1,Shahbaz Ahmed,Maheesh Theekshana,"Maheesh Theekshana to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,80,13.1,0,Shahbaz Ahmed,Moeen Ali,"Moeen Ali to Shahbaz Ahmed, no run,",Royal Challengers Bangalore
24,2,81,13.2,6,Shahbaz Ahmed,Moeen Ali,"Moeen Ali to Shahbaz Ahmed, Six,",Royal Challengers Bangalore
24,2,82,13.3,1,Shahbaz Ahmed,Moeen Ali,"Moeen Ali to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,83,13.4,6,Faf du Plessis,Moeen Ali,"Moeen Ali to Faf du Plessis, Six,",Royal Challengers Bangalore
24,2,84,13.5,0,Faf du Plessis,Moeen Ali,"Moeen Ali to Faf du Plessis, no run,",Royal Challengers Bangalore
24,2,85,13.6,w,Faf du Plessis,Moeen Ali,"Moeen Ali to Faf du Plessis, no run,                           Wicket - c MS Dhoni b Moeen Ali batsmen out 62(33)",Royal Challengers Bangalore
24,2,86,14.1,1,Shahbaz Ahmed,Ravindra Jadeja,"Ravindra Jadeja to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,87,14.2,1,Dinesh Karthik,Ravindra Jadeja,"Ravindra Jadeja to Dinesh Karthik, 1 run,",Royal Challengers Bangalore
24,2,88,14.3,1,Shahbaz Ahmed,Ravindra Jadeja,"Ravindra Jadeja to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,89,14.4,6,Dinesh Karthik,Ravindra Jadeja,"Ravindra Jadeja to Dinesh Karthik, Six,",Royal Challengers Bangalore
24,2,90,14.5,0,Dinesh Karthik,Ravindra Jadeja,"Ravindra Jadeja to Dinesh Karthik, no run,",Royal Challengers Bangalore
24,2,91,14.6,1,Dinesh Karthik,Ravindra Jadeja,"Ravindra Jadeja to Dinesh Karthik, 1 run,",Royal Challengers Bangalore
24,2,92,15.1,1wd,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, 1 wide,",Royal Challengers Bangalore
24,2,93,15.1,4,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, Four,",Royal Challengers Bangalore
24,2,94,15.2,2,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, 2 runs,",Royal Challengers Bangalore
24,2,95,15.3,2,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, 2 runs,",Royal Challengers Bangalore
24,2,96,15.4,1,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, 1 run,",Royal Challengers Bangalore
24,2,97,15.5,1,Shahbaz Ahmed,Maheesh Theekshana,"Maheesh Theekshana to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
24,2,98,15.6,1,Dinesh Karthik,Maheesh Theekshana,"Maheesh Theekshana to Dinesh Karthik, 1 run,",Royal Challengers Bangalore
24,2,99,16.1,4,Dinesh Karthik,Tushar Deshpande,"Tushar Deshpande to Dinesh Karthik, Four,",Royal Challengers Bangalore
24,2,100,16.2,0,Dinesh Karthik,Tushar Deshpande,"Tushar Deshpande to Dinesh Karthik, no run,",Royal Challengers Bangalore
24,2,101,16.3,2,Dinesh Karthik,Tushar Deshpande,"Tushar Deshpande to Dinesh Karthik, 2 runs,",Royal Challengers Bangalore
24,2,102,16.4,4,Dinesh Karthik,Tushar Deshpande,"Tushar Deshpande to Dinesh Karthik, Four,",Royal Challengers Bangalore
24,2,103,16.5,w,Dinesh Karthik,Tushar Deshpande,"Tushar Deshpande to Dinesh Karthik, no run,                           Wicket - c M Theekshana b TU Deshpande batsmen out 28(14)",Royal Challengers Bangalore
24,2,104,16.6,1wd,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, 1 wide,",Royal Challengers Bangalore
24,2,105,16.6,0,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, no run,",Royal Challengers Bangalore
24,2,106,17.1,w,Shahbaz Ahmed,Matheesha Pathirana,"Matheesha Pathirana to Shahbaz Ahmed, no run,                           Wicket - c RD Gaikwad b Matheesha Pathirana batsmen out 12(10)",Royal Challengers Bangalore
24,2,107,17.2,0,Wayne Parnell,Matheesha Pathirana,"Matheesha Pathirana to Wayne Parnell, no run,",Royal Challengers Bangalore
24,2,108,17.3,0,Wayne Parnell,Matheesha Pathirana,"Matheesha Pathirana to Wayne Parnell, no run,",Royal Challengers Bangalore
24,2,109,17.4,1,Wayne Parnell,Matheesha Pathirana,"Matheesha Pathirana to Wayne Parnell, 1 run,",Royal Challengers Bangalore
24,2,110,17.5,1wd,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, 1 wide,",Royal Challengers Bangalore
24,2,111,17.5,1,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, 1 run,",Royal Challengers Bangalore
24,2,112,17.6,1,Wayne Parnell,Matheesha Pathirana,"Matheesha Pathirana to Wayne Parnell, 1 run,",Royal Challengers Bangalore
24,2,113,18.1,1wd,Wayne Parnell,Tushar Deshpande,"Tushar Deshpande to Wayne Parnell, 1 wide,",Royal Challengers Bangalore
24,2,114,18.1,w,Wayne Parnell,Tushar Deshpande,"Tushar Deshpande to Wayne Parnell, no run,                           Wicket - c S Dube b TU Deshpande batsmen out 2(5)",Royal Challengers Bangalore
24,2,115,18.2,1,Wanindu Hasaranga,Tushar Deshpande,"Tushar Deshpande to Wanindu Hasaranga, 1 run,",Royal Challengers Bangalore
24,2,116,18.3,0,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, no run,",Royal Challengers Bangalore
24,2,117,18.4,1wd,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, 1 wide,",Royal Challengers Bangalore
24,2,118,18.4,6,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, Six,",Royal Challengers Bangalore
24,2,119,18.5,2,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, 2 runs,",Royal Challengers Bangalore
24,2,120,18.6,1,Suyash Prabhudessai,Tushar Deshpande,"Tushar Deshpande to Suyash Prabhudessai, 1 run,",Royal Challengers Bangalore
24,2,121,19.1,1,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, 1 run,",Royal Challengers Bangalore
24,2,122,19.2,1,Wanindu Hasaranga,Matheesha Pathirana,"Matheesha Pathirana to Wanindu Hasaranga, 1 run,",Royal Challengers Bangalore
24,2,123,19.3,6,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, Six,",Royal Challengers Bangalore
24,2,124,19.4,0,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, no run,",Royal Challengers Bangalore
24,2,125,19.5,2,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, 2 runs,",Royal Challengers Bangalore
24,2,126,19.6,w,Suyash Prabhudessai,Matheesha Pathirana,"Matheesha Pathirana to Suyash Prabhudessai, no run,                           Wicket - c RA Jadeja b Matheesha Pathirana batsmen out 19(11)",Royal Challengers Bangalore
25,1,1,0.1,1,Rohit Sharma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Rohit Sharma, 1 run,",Mumbai Indians
25,1,2,0.2,1,Ishan Kishan,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Ishan Kishan, 1 run,",Mumbai Indians
25,1,3,0.3,0,Rohit Sharma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Rohit Sharma, no run,",Mumbai Indians
25,1,4,0.4,0,Rohit Sharma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Rohit Sharma, no run,",Mumbai Indians
25,1,5,0.5,0,Rohit Sharma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Rohit Sharma, no run,",Mumbai Indians
25,1,6,0.6,4,Rohit Sharma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Rohit Sharma, Four,",Mumbai Indians
25,1,7,1.1,0,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,",Mumbai Indians
25,1,8,1.2,1,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, 1 run,",Mumbai Indians
25,1,9,1.3,0,Rohit Sharma,Marco Jansen,"Marco Jansen to Rohit Sharma, no run,",Mumbai Indians
25,1,10,1.4,1wd,Rohit Sharma,Marco Jansen,"Marco Jansen to Rohit Sharma, 1 wide,",Mumbai Indians
25,1,11,1.4,1,Rohit Sharma,Marco Jansen,"Marco Jansen to Rohit Sharma, 1 run,",Mumbai Indians
25,1,12,1.5,0,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,",Mumbai Indians
25,1,13,1.6,6,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, Six,",Mumbai Indians
25,1,14,2.1,4,n Sundar,Washing,"Washington Sundar to Rohit Sharma, Four,",Mumbai Indians
25,1,15,2.2,4,n Sundar,Washing,"Washington Sundar to Rohit Sharma, Four,",Mumbai Indians
25,1,16,2.3,4,n Sundar,Washing,"Washington Sundar to Rohit Sharma, Four,",Mumbai Indians
25,1,17,2.4,0,n Sundar,Washing,"Washington Sundar to Rohit Sharma, no run,",Mumbai Indians
25,1,18,2.5,1,n Sundar,Washing,"Washington Sundar to Rohit Sharma, 1 run,",Mumbai Indians
25,1,19,2.6,0,n Sundar,Washing,"Washington Sundar to Ishan Kishan, no run,",Mumbai Indians
25,1,20,3.1,0,Rohit Sharma,Marco Jansen,"Marco Jansen to Rohit Sharma, no run,",Mumbai Indians
25,1,21,3.2,1,Rohit Sharma,Marco Jansen,"Marco Jansen to Rohit Sharma, 1 run,",Mumbai Indians
25,1,22,3.3,4,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, Four,",Mumbai Indians
25,1,23,3.4,0,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,",Mumbai Indians
25,1,24,3.5,0,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,",Mumbai Indians
25,1,25,3.6,0,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,",Mumbai Indians
25,1,26,4.1,4,Rohit Sharma,T Natarajan,"T Natarajan to Rohit Sharma, Four,",Mumbai Indians
25,1,27,4.2,0,Rohit Sharma,T Natarajan,"T Natarajan to Rohit Sharma, no run,",Mumbai Indians
25,1,28,4.3,4,Rohit Sharma,T Natarajan,"T Natarajan to Rohit Sharma, Four,",Mumbai Indians
25,1,29,4.4,w,Rohit Sharma,T Natarajan,"T Natarajan to Rohit Sharma, no run,                           Wicket - c Aiden Markram b T Natarajan batsmen out 28(18)",Mumbai Indians
25,1,30,4.5,1,Cameron Green,T Natarajan,"T Natarajan to Cameron Green, 1 run,",Mumbai Indians
25,1,31,4.6,0,Ishan Kishan,T Natarajan,"T Natarajan to Ishan Kishan, no run,",Mumbai Indians
25,1,32,5.1,0,Cameron Green,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Cameron Green, no run,",Mumbai Indians
25,1,33,5.2,1,Cameron Green,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Cameron Green, 1 run,",Mumbai Indians
25,1,34,5.3,1,Ishan Kishan,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Ishan Kishan, 1 run,",Mumbai Indians
25,1,35,5.4,1,Cameron Green,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Cameron Green, 1 run,",Mumbai Indians
25,1,36,5.5,6,Ishan Kishan,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Ishan Kishan, Six,",Mumbai Indians
25,1,37,5.6,2,Ishan Kishan,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Ishan Kishan, 2 runs,",Mumbai Indians
25,1,38,6.1,1,n Sundar,Washing,"Washington Sundar to Cameron Green, 1 run,",Mumbai Indians
25,1,39,6.2,0,n Sundar,Washing,"Washington Sundar to Ishan Kishan, no run,",Mumbai Indians
25,1,40,6.3,1,n Sundar,Washing,"Washington Sundar to Ishan Kishan, 1 run,",Mumbai Indians
25,1,41,6.4,1,n Sundar,Washing,"Washington Sundar to Cameron Green, 1 run,",Mumbai Indians
25,1,42,6.5,0,n Sundar,Washing,"Washington Sundar to Ishan Kishan, no run,",Mumbai Indians
25,1,43,6.6,0,n Sundar,Washing,"Washington Sundar to Ishan Kishan, no run,",Mumbai Indians
25,1,44,7.1,0,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, no run,",Mumbai Indians
25,1,45,7.2,1,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, 1 run,",Mumbai Indians
25,1,46,7.3,1,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, 1 run,",Mumbai Indians
25,1,47,7.4,0,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, no run,",Mumbai Indians
25,1,48,7.5,1,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, 1 run,",Mumbai Indians
25,1,49,7.6,1,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, 1 run,",Mumbai Indians
25,1,50,8.1,0,n Sundar,Washing,"Washington Sundar to Ishan Kishan, no run,",Mumbai Indians
25,1,51,8.2,1,n Sundar,Washing,"Washington Sundar to Ishan Kishan, 1 run,",Mumbai Indians
25,1,52,8.3,0,n Sundar,Washing,"Washington Sundar to Cameron Green, no run,",Mumbai Indians
25,1,53,8.4,0,n Sundar,Washing,"Washington Sundar to Cameron Green, no run,",Mumbai Indians
25,1,54,8.5,2,n Sundar,Washing,"Washington Sundar to Cameron Green, 2 runs,",Mumbai Indians
25,1,55,8.6,6,n Sundar,Washing,"Washington Sundar to Cameron Green, Six,",Mumbai Indians
25,1,56,9.1,0,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, no run,",Mumbai Indians
25,1,57,9.2,4,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, Four,",Mumbai Indians
25,1,58,9.3,4,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, Four,",Mumbai Indians
25,1,59,9.4,1,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, 1 run,",Mumbai Indians
25,1,60,9.5,1,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, 1 run,",Mumbai Indians
25,1,61,9.6,1,Ishan Kishan,Mayank Markande,"Mayank Markande to Ishan Kishan, 1 run,",Mumbai Indians
25,1,62,10.1,1,Ishan Kishan,T Natarajan,"T Natarajan to Ishan Kishan, 1 run,",Mumbai Indians
25,1,63,10.2,1,Cameron Green,T Natarajan,"T Natarajan to Cameron Green, 1 run,",Mumbai Indians
25,1,64,10.3,1,Ishan Kishan,T Natarajan,"T Natarajan to Ishan Kishan, 1 run,",Mumbai Indians
25,1,65,10.4,1,Cameron Green,T Natarajan,"T Natarajan to Cameron Green, 1 run,",Mumbai Indians
25,1,66,10.5,1,Ishan Kishan,T Natarajan,"T Natarajan to Ishan Kishan, 1 run,",Mumbai Indians
25,1,67,10.6,2,Cameron Green,T Natarajan,"T Natarajan to Cameron Green, 2 runs,",Mumbai Indians
25,1,68,11.1,w,Ishan Kishan,Marco Jansen,"Marco Jansen to Ishan Kishan, no run,                           Wicket - c Aiden Markram b M Jansen batsmen out 38(31)",Mumbai Indians
25,1,69,11.2,1,Suryakumar Yadav,Marco Jansen,"Marco Jansen to Suryakumar Yadav, 1 run,",Mumbai Indians
25,1,70,11.3,1,Cameron Green,Marco Jansen,"Marco Jansen to Cameron Green, 1 run,",Mumbai Indians
25,1,71,11.4,6,Suryakumar Yadav,Marco Jansen,"Marco Jansen to Suryakumar Yadav, Six,",Mumbai Indians
25,1,72,11.5,w,Suryakumar Yadav,Marco Jansen,"Marco Jansen to Suryakumar Yadav, no run,                           Wicket - c Aiden Markram b M Jansen batsmen out 7(3)",Mumbai Indians
25,1,73,11.6,0,Tilak Varma,Marco Jansen,"Marco Jansen to Tilak Varma, no run,",Mumbai Indians
25,1,74,12.1,0,n Sundar,Washing,"Washington Sundar to Cameron Green, no run,",Mumbai Indians
25,1,75,12.2,2,n Sundar,Washing,"Washington Sundar to Cameron Green, 2 runs,",Mumbai Indians
25,1,76,12.3,0,n Sundar,Washing,"Washington Sundar to Cameron Green, no run,",Mumbai Indians
25,1,77,12.4,4,n Sundar,Washing,"Washington Sundar to Cameron Green, Four,",Mumbai Indians
25,1,78,12.5,1,n Sundar,Washing,"Washington Sundar to Cameron Green, 1 run,",Mumbai Indians
25,1,79,12.6,1,n Sundar,Washing,"Washington Sundar to Tilak Varma, 1 run,",Mumbai Indians
25,1,80,13.1,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,81,13.2,4,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, Four,",Mumbai Indians
25,1,82,13.3,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,83,13.4,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,84,13.5,2,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, 2 runs,",Mumbai Indians
25,1,85,13.6,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,86,14.1,4,Cameron Green,Marco Jansen,"Marco Jansen to Cameron Green, Four,",Mumbai Indians
25,1,87,14.2,0,Cameron Green,Marco Jansen,"Marco Jansen to Cameron Green, no run,",Mumbai Indians
25,1,88,14.3,4,Cameron Green,Marco Jansen,"Marco Jansen to Cameron Green, Four,",Mumbai Indians
25,1,89,14.4,1,Cameron Green,Marco Jansen,"Marco Jansen to Cameron Green, 1 run,",Mumbai Indians
25,1,90,14.5,6,Tilak Varma,Marco Jansen,"Marco Jansen to Tilak Varma, Six,",Mumbai Indians
25,1,91,14.6,6,Tilak Varma,Marco Jansen,"Marco Jansen to Tilak Varma, Six,",Mumbai Indians
25,1,92,15.1,1,Cameron Green,Mayank Markande,"Mayank Markande to Cameron Green, 1 run,",Mumbai Indians
25,1,93,15.2,1wd,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, 1 wide,",Mumbai Indians
25,1,94,15.2,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,95,15.3,4,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, Four,",Mumbai Indians
25,1,96,15.4,0,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, no run,",Mumbai Indians
25,1,97,15.5,6,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, Six,",Mumbai Indians
25,1,98,15.6,2,Tilak Varma,Mayank Markande,"Mayank Markande to Tilak Varma, 2 runs,",Mumbai Indians
25,1,99,16.1,1,Cameron Green,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Cameron Green, 1 run,",Mumbai Indians
25,1,100,16.2,6,Tilak Varma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Tilak Varma, Six,",Mumbai Indians
25,1,101,16.3,w,Tilak Varma,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Tilak Varma, no run,                           Wicket - c Mayank Agarwal b B Kumar batsmen out 37(17)",Mumbai Indians
25,1,102,16.4,0,Tim David,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Tim David, no run,",Mumbai Indians
25,1,103,16.5,0,Tim David,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Tim David, no run,",Mumbai Indians
25,1,104,16.6,1,Tim David,Bhuvneshwar Kumar,"Bhuvneshwar Kumar to Tim David, 1 run,",Mumbai Indians
25,1,105,17.1,1,Tim David,T Natarajan,"T Natarajan to Tim David, 1 run,",Mumbai Indians
25,1,106,17.2,4,Cameron Green,T Natarajan,"T Natarajan to Cameron Green, Four,",Mumbai Indians
